code,title,definition,landscape_ecological_context,synonyms,inclusions,exclusions,species,nvc_associations
r1c5,Clear-water lakes or,"Aquatic to amphibious short perennial vegetation, oligotrophic to mesotrophic, of lake, pond and pool banks and water–land interfaces.",,Annex 1: H3130 Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or the Isoeto- Nanojuncetea.,,,The clear soft water that characterises this habitat type contains low to moderate levels of plant nutrients and supports a characteristic assemblage of plant,
r1c6,Nutrient-poor shallow,"Shallow oligotrophic, base-poor waters with few minerals, with an aquatic to amphibious low perennial vegetation, on oligotrophic and sometimes peaty soils of lake and pond banks.",,Annex 1: H3110 Oligotrophic waters containing very few minerals of sandy plains (Littorelletea uniflorae).,,,"This vegetation consists of one or more zones, dominated by Shoreweed Littorella uniflora, Water Lobelia Lobelia dortmanna or Quillworts Isoetes spp..",
r1c7,Acid peat-stained lakes,"May include isolated seasonal pools, random collections of irregularly-shaped more-or-less permanent waters, and ordered linear or concentric arrays of pools and small lochs. These water bodies are very acidic and poor in plant nutrients. Their water has a high humic acid content and is usually stained dark brown through exposure to peat. Most examples are small (<5 ha in extent), shallow and contain a limited range of flora and fauna.",,Annex 1: H3160 Natural dystrophic lakes and ponds Dubh lochans (northern Scotland).,Sites on blanket bogs.,,,
r1d,Aquifer-fed naturally,"Natural water bodies that have an intrinsic regime of extreme fluctuation in water level, with periods of complete or almost-complete drying out as part of the natural cycle. They have no inflow or outflow streams at the surface, except at times of very high water level, when temporary out-flows may develop. Instead, they are directly connected to the underlying groundwater system, and periodically empty and are recharged via swallow holes or smaller openings in their beds.","There are two known variants of the habitat in the UK: turloughs, found over Carboniferous limestone in Northern Ireland and Wales, and fluctuating meres, which occur over chalk in the Norfolk Breckland.",,,,,
r1d5,Turlough (H3180),Turloughs are seasonally-flooded lakes in karstic limestone areas. They are principally filled by subterranean waters via ephemeral springs or estavelles and drain back into the groundwater table via swallets or estavelles – they have no natural surface outlet.,"Most examples flood in autumn and then drain between April and July, leaving a dry floor (apart from residual pools). However, some may flood at any time of year after rainfall and drain again in a few days. Their maximum water depth is ≥0.5 m, up to several metres. The water is calcium-rich and the nutrient status ranges from ultra-oligotrophic to eutrophic.",,,,,
r1d6,Fluctuating meres,Natural water bodies over chalk with an intrinsic regime of extreme fluctuation in water level.,"Occur over chalk in the Norfolk Breckland. They do not have a regular annual rhythm of emptying and recharge. Instead, there is a complex pattern of drying out and refilling, sometimes with a stretch of several years. During this time a mere may remain dry, followed by a prolonged period when water is constantly present, although its depth may vary from a few centimetres to 6 metres. The response to groundwater fluctuations in meres is highly lagged, with each mere having an individual periodicity.",,,,,
r1d7,Blow wells,Natural water bodies formed by artesian springs on coastal plains.,"Found on the Lincolnshire marshes, where groundwater arising from the chalk aquifer of the Lincolnshire Wolds rises through the overlying clays.",,,,,
r1e,Canals,An artificial watercourse for inland navigation or irrigation.,,,,Towpaths. Other land between the canalside and the nearest field boundary.,"Pondweeds Potamogeton spp., Unbranched Bur- reed Sparganium emersum, Arrowhead Sagittaria sagittifolia, Canadian Waterweed Elodea canadensis, Nutall’s Waterweed Elodea nuttallii, Rigid Hornwort Ceratophyllum demersum, Common Duckweed Lemna minor and Ivy-leaved Duckweed Lemna trisulca are all widespread.",
r1f,Temporary water bodies,Water bodies containing water normally for <6 months each year.,,,,"Aquifer-fed, naturally fluctuating water bodies (see r1d~). Ditches (see r1g, 50).",,
r1f5,Mediterranean,"Very shallow ponds (a few centimetres deep) that are isolated from permanent water bodies, undergo a periodic cycle of flooding and drought, and have a characteristic flora and fauna adapted to this alternation.",Restricted in the UK to the Lizard peninsula in Cornwall.,,,,Most,
r1f6,Other temporary ponds,Water bodies containing water normally for <6 months each year that are not Mediterranean temporary ponds (see r1f5).,,,Scrapes artificially created for biodiversity enhancement. Deep rutted tracks that have predictable temporary water in them e.g. tank tracks on Salisbury Plain.,"Aquifer-fed, naturally fluctuating water bodies (see r1d~). Ditches (see r1g, 50).",,
r1g,Other standing water,"Standing water that is not r1a, r1b, r1c, r1d, r1e or r1f. See",,,and,sections for details.,,
r2,Rivers and streams,"Rivers and streams from bank top to bank top. Where there are no distinctive banks or banks are never overtopped, it includes the extent of the mean annual flood.",,,"The open channel (which may contain submerged, free-floating or floating-leaved vegetation). Inundated water fringe vegetation. Exposed sediments and shingle banks.",Adjacent wetland habitats.,,
r2a,Rivers (priority habitat),"To qualify as a Priority Habitat River, one or more of these criteria must be met (Maddock et al., 2011): 1. Riverine water bodies of high hydromorphological or ecological status. 2. Headwaters (see 306). A watercourse within 2.5 km of its furthest source, as marked with a blue line on Ordnance Survey (OS) maps at a scale of 1:50,000. Note that each tributary of a river will have its own headwater, so there will be >1 per catchment. Headwaters that have been significantly altered from their natural state are, however, not included. 3. Occurrence of rivers with floating vegetation (H3260) (see r2a5). The",,,"In England, the statutory agencies (Mainstone, Hall and Diack, 2016) have defined naturally functioning freshwater habitats as those with: 1. water chemistry that is not impacted by pollution; 2. natural morphology and dynamic physical processes shaping habitat mosaics; 3. a natural hydrological regime not impacted by abstraction, diversion, effluent discharge, drainage and impoundments; 4. natural biological assemblages with a lack of invasive non-native",Headwaters that have been significantly altered from their natural state. Canals. Drainage rivers (see r2b) and ditches (see 50).,", riverine features or fluvial geomorphology. 7. Contains",
r2a5,Rivers with floating,"Characterised by the abundance of Water- crowfoots Ranunculus spp., subgenus Batrachium (River Water-crowfoot Ranunculus fluitans, Stream Water-crowfoot Ranunculus penicillatus ssp. penicillatus, Ranunculus penicillatus ssp. pseudofluitans, and Pond Water-crowfoot Ranunculus peltatus and its hybrids). Floating mats of these white-flowered",,Annex 1: H3260 Mesotrophic vegetation of slow- flowing rivers.,,,are characteristic of river channels in early to mid-summer.,
r2a6,Other priority habitat,Priority Habitat Rivers without floating vegetation (i.e. that do not meet the,,,,,,
r2b,Other rivers and streams,Rivers and streams that do not meet the criteria for r2a.,,,,,,
s1,Inland rock,"Natural and artificial exposed rock surfaces that are mappable, such as inland cliffs, caves,screes and limestone pavements, as well as various forms of excavations and waste tips, such as quarries and quarry waste.",,,"Plant communities that colonise the cracks and fissures of rock faces. Certain types of tall herb and fern vegetation that, as a result of grazing, are much reduced in extent and confined to areas inaccessible to grazing, such as cliff faces and ledges.",,,
s1a,Inland rock outcrop and,"Natural cliffs and screes on a wide range of rock types, varying from acidic to highly calcareous.","Occurs throughout the uplands and is particularly characteristic of high altitudes, but it is also found at low altitudes, notably in northern Scotland.",,Mountain summit boulder fields (see 513).,"Coastal cliff and ledge habitats (see s2a). Active and disused quarries (see 85, 836, 837, 838).","Natural rock exposures support a wide range of communities. Screes are typically dominated by Parsley Fern Cryptogramma crispa and other ferns, lichens and bryophytes. On cliff ledges, tall herbs such as Roseroot Rhodiola rosea and Wild Angelica Angelica sylvestris are generally abundant. Chasmophytic vegetation (in rock crevices) is usually dominated by ferns such as Green Spleenwort Asplenium viride and small herbs such as Wild Thyme Thymus drucei and Saxifrages Saxifraga spp.. Bryophytes and lichens also occur in crevices but are able to flourish on the open rock surfaces where there is a lack of competition from vascular plants.",
s1a5,Acidic scree (H8110),"Scree habitats consist of rock fragments that cover the frost-shattered summits of mountains or accumulate on the slopes below cliffs. Acidic screes are made up of siliceous rocks such as quartzite, granite and sandstone.",,Annex 1: H8110 Siliceous scree of the montane to snow levels.,,,"Typically include Sheep’s Fescue Festuca ovina, Fir Clubmoss Huperzia selago and Bilberry Vaccinium myrtillus around habitat fringes. Woolly Fringe Moss Racometrium lanuginosum is extensive in the northwest Highlands.","This habitat type is often, but not exclusively, associated with the following NVC communities: U18, U21."
s1a6,Base-rich scree (H8120),"Scree habitats consist of rock fragments that cover the frost-shattered summits of mountains or accumulate on slopes below cliffs. Calcareous and calcshist screes consist of base-rich rocks, including limestone, calcareous-schists and the more basic igneous rocks.",,Annex 1: H8120 Calcareous and calcschist screes of the montane to alpine levels.,,,"Typically include Purple Saxifrage Saxifraga oppositifolia, Holly-fern Polystichum lonchitis and Alpine Meadow-grass Poa alpina.",
s1a7,Plants in crevices in,Vegetation of limestone cliff fissures.,,Annex 1: H8210 Calcareous rocky slopes and crevices (with chasmophytic vegetation).,,,"Characterised by bryophytes such as Tortella tortuosa, Anoectangium aestivum and Ctenidium molluscum. Associated vascular plants include Brittle Bladder-fern Cystopteris fragilis, Green Spleenwort Asplenium viride and Glaucous Meadow-grass Poa glauca. Flora also includes arctic alpines such as Alpine Woodsia Woodsia alpina and Tufted Saxifrage Saxifraga cespitosa, and Birdsfoot Sedge Carex ornithopoda in northern England.",
